NAME,UNFIPS,GP,OAT_XH_A,OAT_XH_B,WHT_XH_A,WHT_XH_B,BAR_XH_A,BAR_XH_B,RYE_XH_A,RYE_XH_B,BWT_XH_A,BWT_XH_B,EMM_XH_A,EMM_XH_B,FLX_XH_A,FLX_XH_B,HAY_XH_A,HAY_XH_T,HAY_KS_A,HAY_KR_A,HAY_KL_A,HAY_KW_A,HAY_KT_A,HAY_KM_A,HAY_KA_A,HAY_KG_A,HAY_KG_T,CRN_AH_A,CRN_GH_A,CRN_GH_B,SRG_AS_A,SRG_KK_A,BEA_XH_A,BEA_XH_B,PEA_XH_A,PEA_XH_B,PNT_XH_A,PNT_XH_B,CRN_FC_A,CRN_FC_T,SRG_FH_A,SRG_FC_T,POT_XH_A,POT_XH_B,VEG_XH_A,COT_XH_A,COT_XH_C,BET_XH_A,BET_XH_T,FRM_XX_Q,FRM_XD_Q,FRM_XE_Q,FRM_NW_Q,FRM_LW_Q,FRM_XN_Q,FRM_SA_Q,FRM_SB_Q,FRM_SC_Q,FRM_SD_Q,FRM_SE_Q,FRM_SF_Q,FRM_SG_Q,FRM_SH_Q,FRM_SI_Q,FRM_SL_Q,ARE_XX_A,FML_XX_A,IML_XX_A,WOD_XX_A,UNL_XO_A,UNL_XX_A,FRM_OF_Q,FML_OF_A,IML_OF_A,FRM_OB_Q,FRM_OP_Q,FRM_ON_Q,FRM_MX_Q,FML_MX_A,IML_MX_A,FRM_TX_Q,FML_TX_A,IML_TX_A,FRM_TT_Q,FRM_TM_Q,FRM_TH_Q,FRM_TC_Q,FRM_TB_Q,FRM_TU_Q,FRM_TN_Q,FRM_IX_Q,FML_IX_A,DRA_EX_Q,DRA_ED_A,DRA_EX_A,DRA_EG_A,DRA_KE_A,DRA_WI_A,DRA_WJ_A,DRA_WK_A,DRA_WL_A,DRA_WM_A,DRA_WS_A,DRA_QA_A,DRA_QB_A,DRA_QC_A,DRA_QD_A,DRA_QE_A,DRA_QF_A,DRA_QG_A,DRA_QH_A,DRA_QJ_A,DRA_QK_A,DRA_QI_A,DRA_QL_A,PRP_XA_V,IMP_XX_V,PRP_OF_V,PRP_MX_V,PRP_TX_V,PRP_XX_V,FRT_RX_Q,FRT_XX_V,DRA_WT_M,DRA_IE_H,DRA_JE_G,DRA_WI_M,DRA_WK_M,HRS_XX_Q,MUL_XX_Q,CTL_XX_Q,CTL_HV_Q,CTL_MX_Q,SHP_XX_Q,SWN_XX_Q,CHK_XX_Q,MLK_XX_G,BUT_XX_P,CHS_XX_P,EGG_XX_D,WOL_XX_P,HRS_XN_Q,CTL_XN_Q,CTL_MN_Q,SHP_XN_Q,SWN_XN_Q,FML_XX_V,BLD_XX_V,STK_XX_V,CRO_XX_V,CER_XX_V,OGS_XX_V,HAY_XX_V,VEG_XX_V,FRU_XX_V,OFC_XX_V
BROWN,48049,0,34380,1196312,26619,428705,1120,25756,49,1130,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,17586,28588,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,1408,506,289,137,690,17970,17631,449141,18502,5222,77,665,29,153,1294,21430,339,485,13280,22026,91,4675,83,45561,21866,Not published for this unit,Not published for this unit,2303,2206,97,2283,18,2,5,38,52,165,423,763,323,351,133,50,611840,545472,182004,147671,215797,363468,1373,346677,111253,1140,233,2,12,16283,2259,918,182512,68492,641,177,7,68,0,25,0,Combined with 'all other',Combined with 'all other',56,4262,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,20441533,749455,10834851,348480,5559050,16742381,11,2211,Not published for this unit,Not available,Not available,Not published for this unit,Not available,7624,3488,30772,2908,9568,4394,10148,118133,1148622,361722,0,380115,21674,502,842,564,25,491,14486003,2256378,2949697,8032219,2615560,66019,555157,134884,261740,4398859
BURLESON,48051,0,66,1256,67,1041,0,0,1,8,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,6184,7890,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,1715,541,29,133,458,31838,30765,648509,2109,42,2,8,59,995,187,2605,1073,352,2067,3434,202,11862,21,72209,6593,Not published for this unit,Not published for this unit,2685,2508,177,1115,350,1220,3,38,109,852,760,570,188,110,40,15,437760,293063,140697,134010,18356,152366,1203,182304,73867,1065,138,329,20,12452,5560,1462,98307,61270,989,362,19,47,2,43,886,Combined with 'all other',Combined with 'all other',17,927,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,14910724,697209,6477027,1174800,5007410,12659237,9,930,Not published for this unit,Not available,Not available,Not published for this unit,Not available,3734,4952,18056,1926,6791,547,14794,107070,488667,104013,580,454882,2116,177,576,282,0,509,10819465,1839772,1554278,2537524,879751,9640,153851,138370,17731,1338181
BURNET,48053,0,19157,634139,10017,127672,153,3348,75,689,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,7723,9951,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,319,741,290,20,80,19795,18607,521668,5338,456,68,606,41,271,36,351,1188,361,4882,7474,41,3225,2,33394,11590,Not published for this unit,Not published for this unit,1411,1357,54,1355,34,22,0,22,17,79,232,313,230,261,150,107,623360,543035,109360,185155,248520,433675,712,363855,55922,623,89,4,5,6200,180,694,172980,53258,478,106,15,73,0,22,17,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,15073279,585900,6796711,265700,4762108,11824519,5,313,Not published for this unit,Not available,Not available,Not published for this unit,Not available,5038,2520,24844,2065,7934,42068,7392,68496,667105,185850,75,289998,265971,164,402,248,8,301,9999277,1825242,2662860,4265581,1495419,5602,196523,97291,128876,2341870
CALDWELL,48055,0,457,13025,15,90,4,75,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,9917,24601,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,147,627,47,44,405,28287,28188,829203,9068,458,30,320,40,590,266,5366,99,174,8610,21677,47,3351,106,137197,21857,Not published for this unit,Not published for this unit,3364,3264,100,1432,1317,615,3,42,144,1132,1179,618,143,75,20,8,327040,278134,190152,69393,18589,87982,928,112889,56373,815,113,204,10,2050,1200,2426,163195,132579,728,1576,76,28,0,18,411,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,25364882,806353,7455478,169970,14926388,22551836,0,0,Not published for this unit,Not available,Not available,Not published for this unit,Not available,3477,8031,10107,929,6435,422,10351,99931,774279,186933,60,293729,1124,256,654,456,8,713,20285816,2266020,2006693,6186085,1145196,16083,474403,104128,44491,4401784
CALHOUN,48057,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,1957,2965,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,1127,0,3,0,0,4311,4274,75234,999,220,11,193,11,323,6,220,37,22,779,1554,18,355,14,20477,2702,Not published for this unit,Not published for this unit,533,520,13,401,87,45,1,15,15,96,191,136,28,24,8,19,360320,163494,53602,9240,100652,109892,204,71052,14852,164,40,1,5,60829,16021,324,31613,22729,194,126,0,3,0,1,41,Combined with 'all other',Combined with 'all other',333,36668,36426,3643,Not available,36426,Not published for this unit,Not available,Not available,Not available,Not available,27320,9106,Not published for this unit,Not published for this unit,9106,27320,3643,18213,27320,Not available,Not available,Not available,7670496,255578,2695273,1452560,2267451,6415284,3,130,Not published for this unit,Not available,Not available,45,Not available,1621,1471,14822,1456,2615,1484,2009,21552,90464,36273,6,42408,6751,42,208,109,3,127,5763974,651310,999634,740107,106954,2497,55854,29749,2556,542497
CALLAHAN,48059,1,14783,493288,21716,383376,634,20192,70,638,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,10834,12495,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,23,402,194,14,50,10316,10223,187537,21192,11645,50,584,20,217,3012,55075,93,66,9547,11239,60,3710,184,23816,12486,Not published for this unit,Not published for this unit,1649,1595,54,1624,22,3,0,38,41,182,360,544,218,148,70,48,546560,400866,123646,55944,221276,277220,809,248954,63859,670,139,1,17,24242,1580,823,127670,58207,595,149,5,71,0,3,2,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,15890770,625989,7956255,519920,4736155,13212330,6,1305,Not published for this unit,Not available,Not available,Not published for this unit,Not available,5296,3208,20199,1698,7143,2436,6710,67459,673418,212493,0,209591,12659,148,379,280,0,171,11505561,1706769,2052451,5070490,1823621,135010,241940,188605,170342,2510972
CAMERON,48061,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,4951,13520,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,76,3,11,25,94,22420,21841,607991,5254,1988,266,4745,5,130,18,288,579,708,3266,9288,498,32736,2926,20638,4085,Not published for this unit,Not published for this unit,1507,1478,29,1207,262,38,1,49,187,646,314,180,38,42,21,29,1557760,299279,83121,29046,187112,216158,786,154798,45914,599,187,17,31,64040,3991,690,80441,33216,504,125,7,49,0,5,19,871,60008,26,1566,202556,10256,Not available,202556,Not published for this unit,Not available,Not available,Not available,Not available,78000,54625,Not published for this unit,Not published for this unit,124556,147931,10256,48738,Result of merge,Not available,Not available,Not available,24525730,909921,12294865,2217296,7209265,21721426,6,289,Not published for this unit,Not available,Not available,165,Not available,5874,3861,15269,1263,5501,3513,6583,59725,865311,101417,1011,239333,7462,1045,359,241,15,106,19619909,2101517,1894383,2770004,880704,22167,278669,732999,9800,845665
CAMP,48063,0,280,3207,17,43,0,0,7,70,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,2111,2039,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,8,508,343,21,80,22201,21898,294730,171,0,2,12,87,493,770,8988,303,66,171,265,85,5450,96,33434,7705,Not published for this unit,Not published for this unit,1709,1618,91,1002,1,706,0,36,98,761,576,182,30,18,7,1,132480,104442,66877,27087,10478,37565,837,64763,36704,721,116,264,19,1292,875,853,38387,29298,591,251,0,7,1,3,436,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,6651389,318967,3565712,69540,1924405,5559657,242,15665,Not published for this unit,Not available,Not available,Not published for this unit,Not available,1840,2041,7330,1054,6590,10,6348,48084,584742,273993,0,191909,60,111,268,190,0,278,4332285,1227372,772765,2354171,400742,22901,45356,177583,98691,1608898
CARSON,48065,1,16327,781503,79973,1277620,4869,176808,109,2147,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,14634,30913,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,240,605,8,0,0,657,574,10933,44013,30500,3,24,0,0,6,120,83,121,13513,29088,8,200,13,0,0,Not published for this unit,Not published for this unit,426,420,6,415,11,0,0,0,0,3,8,23,19,132,150,91,571520,501911,155793,70,346048,346118,239,290625,92155,150,89,0,4,102311,2450,183,108975,61188,157,7,2,6,0,11,0,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,17532536,793848,8803805,1225400,4085705,14114910,0,0,Not published for this unit,Not available,Not available,Not published for this unit,Not available,4058,1296,28374,1840,375,1159,3634,33656,271929,50188,120,148932,1873,83,117,44,0,176,12803260,1311650,2623778,4805070,4179477,6447,593857,22493,2796,0
CASS,48067,0,1120,15676,84,936,0,0,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,7699,5175,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,65,2202,2514,0,0,63846,62627,840328,506,0,283,1658,655,2881,2563,33774,1219,333,506,502,258,20161,249,93784,19638,Not published for this unit,Not published for this unit,5355,5056,299,3497,13,1845,10,78,271,1972,1547,1061,276,111,20,9,608640,429423,238140,180464,10819,191283,2650,283935,141278,2451,199,650,3,105,105,2702,145383,96757,1757,723,4,88,82,48,1194,Combined with 'all other',Combined with 'all other',115,3092,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,16245647,738900,9002222,3900,4404878,13411000,1436,85115,Not published for this unit,Not available,Not available,Not published for this unit,Not available,4340,6356,18992,2901,17425,177,17716,126510,1550565,559072,51,291312,275,329,1360,695,0,789,10076604,3334396,2095747,6175647,1148922,96969,120804,596442,150728,4061782
CASTRO,48069,1,3688,149934,11137,136150,172,6020,617,10092,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,31450,49482,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,52,74,26,180,953,2101,890,13050,62772,34328,86,471,1,12,0,6,1211,1718,28444,45208,0,16,0,10,2,Not published for this unit,Not published for this unit,365,357,8,344,21,0,0,0,0,5,6,33,18,68,111,124,573440,412694,83029,5812,323853,329665,243,294021,58779,148,95,0,6,17505,1445,116,101168,22805,51,31,1,33,0,0,0,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,12265393,426469,6924673,359640,2254230,9538543,0,0,Not published for this unit,Not available,Not available,Not published for this unit,Not available,2622,1231,31455,4869,466,5636,4658,29481,222547,49990,0,135646,11314,2,50,20,0,2,8708618,829925,2300381,2189765,1142081,74517,937455,23851,11340,521
CHAMBERS,48071,0,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,148,214,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,105,8,10,0,0,2746,2746,36016,12,2,5,34,17,34,39,1187,0,0,10,25,75,3835,116,328,96,Not published for this unit,Not published for this unit,506,486,20,383,20,103,6,39,56,113,88,76,31,46,30,21,395520,179430,51321,8846,119263,128109,307,138679,22346,286,21,75,0,0,0,199,40751,28975,119,15,6,37,0,22,28,146,29200,21,462,16000,2600,Not available,16000,Not published for this unit,Not available,Not available,Not available,Not available,12500,8600,900,2000,2600,5400,2600,13300,Not published for this unit,Not available,Not available,Not available,4248325,386018,1774263,0,1185075,2959338,126,12964,Not published for this unit,Not available,Not available,30,Not available,1617,938,19186,1746,493,789,3166,27092,79258,9807,0,120115,2414,76,200,40,2,48,2509368,449970,902969,1852177,1693813,3058,4100,102499,11685,37022
CHEROKEE,48073,0,2202,25225,40,480,13,94,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,4148,4745,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,114,339,1672,70,349,67685,67374,1106908,486,5,42,206,482,3269,3988,50576,311,78,481,1166,174,11065,2403,84907,12792,Not published for this unit,Not published for this unit,5650,5397,253,4070,12,1568,3,93,379,2323,1601,880,228,103,35,5,671360,407473,236843,153825,16805,170630,2819,258337,136070,2573,246,520,6,4507,1880,2825,144629,98893,1800,896,9,82,0,38,1047,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,18284982,1167092,9045761,382440,5072261,14500462,1484,84025,Not published for this unit,Not available,Not available,Not published for this unit,Not available,5497,7175,26259,3484,18273,199,23038,156890,1736071,678692,0,591723,256,539,2250,1088,21,1495,10536475,3963987,2617428,5759443,1515661,131202,101835,1123950,205785,2681010
CHILDRESS,48075,1,2410,87231,19149,321678,56,2127,124,2106,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,14453,17560,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,10,291,42,100,705,4042,3699,77608,35887,22379,8,103,3,17,5,91,343,356,13508,15763,12,373,35,51485,29456,Not published for this unit,Not published for this unit,861,834,27,857,4,0,0,11,6,16,75,352,131,183,60,27,469120,276990,129342,3659,143989,147648,387,156723,61738,334,53,0,13,19500,3505,461,100767,64099,380,70,3,7,0,1,0,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,12461488,468141,5714582,253800,4445543,10413925,0,0,Not published for this unit,Not available,Not available,Not published for this unit,Not available,2769,2410,11881,832,3088,617,5652,43876,348001,125171,0,139129,482,180,484,367,0,137,9199413,1214512,1579422,7712162,1419177,1860,331167,37840,9187,5912931
CLAY,48077,1,26602,911764,51596,731926,705,18598,89,803,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,22309,24504,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,833,312,68,0,0,21337,21196,509736,23069,4263,1,5,5,43,136,2772,141,156,18806,21631,68,5118,14,59044,21552,Not published for this unit,Not published for this unit,2118,2030,88,2033,83,2,0,40,34,117,356,760,323,303,102,83,741120,721789,276527,89425,355837,445262,1101,404262,137447,910,191,0,31,119882,31617,986,197645,107463,780,94,7,56,1,48,2,Combined with 'all other',Combined with 'all other',7,1130,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,34460428,965091,15864066,3134912,10434670,29433648,2,172,Not published for this unit,Not available,Not available,Not published for this unit,Not available,7688,4336,53728,4566,9854,2175,6334,99540,1195746,268762,0,303314,4489,353,2166,493,0,494,26885117,2548531,4061689,8109422,3031609,7932,473395,133004,122299,4341183
COCHRAN,48079,1,0,0,0,0,0,0,0,0,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,1383,1676,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,0,0,0,0,0,189,189,2485,1668,285,0,0,0,0,0,0,0,0,1383,1676,0,0,0,0,0,Not published for this unit,Not published for this unit,14,14,0,14,0,0,0,0,0,0,0,0,0,0,1,13,556160,423275,2590,0,420685,420685,5,304640,1250,4,1,0,7,116224,765,2,2411,575,1,0,0,0,0,1,0,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,3197571,17720,1244720,500400,20910,1766030,0,0,Not published for this unit,Not available,Not available,Not published for this unit,Not available,286,73,21522,2880,9,0,130,643,5760,1355,0,1980,0,0,0,0,0,0,1731205,34825,1413821,44334,12095,0,31844,395,0,0
COKE,48081,0,10152,275471,1935,25260,135,1759,53,814,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,7616,9801,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,50,899,212,82,475,3302,3085,64035,13711,7724,9,47,0,0,51,1243,217,217,5987,7811,2,100,7,28183,11270,Not published for this unit,Not published for this unit,721,702,19,716,4,1,0,3,7,21,75,192,94,155,73,101,595840,533096,78230,1105,453761,454866,374,340407,47573,302,72,0,6,61830,250,341,130859,30407,270,39,0,28,0,4,1,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,8229380,210740,3984598,496100,1813037,6293735,0,0,Not published for this unit,Not available,Not available,Not published for this unit,Not available,3577,1024,19016,1238,2581,14630,1980,29103,316436,95852,0,57235,108529,78,181,110,0,95,5628450,665285,1724905,3067625,576499,3128,187961,21344,15460,2263233
COLEMAN,48083,0,40854,1651713,26081,451317,337,9292,95,459,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,25122,40856,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,28,0,24,227,1960,7142,6924,189484,34439,10738,12,140,3,18,86,2182,218,297,23701,37372,44,2157,122,82853,41808,Not published for this unit,Not published for this unit,2330,2252,78,2302,21,7,3,10,25,146,463,812,394,323,97,57,825600,617920,244894,94843,278183,373026,1042,346693,121851,825,217,0,12,57910,1735,1276,213317,121308,988,164,25,68,0,31,7,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,23935547,797930,11481720,855300,7660160,19997180,16,5531,Not published for this unit,Not available,Not available,Not published for this unit,Not available,8271,3581,18775,1817,7845,40760,6615,104810,810236,210762,0,268976,168731,400,634,411,353,402,17701460,2295720,3140437,12378086,2928976,124896,762565,109860,49218,8402571
COLLIN,48085,0,47048,1647100,63261,950360,493,15263,82,1034,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,20819,35822,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,886,6551,126,76,716,73554,73258,2574689,2845,133,0,2,0,0,2,75,296,394,2712,6568,138,9695,440,176901,49311,Not published for this unit,Not published for this unit,6001,5866,135,5733,28,240,4,89,302,1739,2358,1136,261,96,16,0,561920,462225,419478,21276,21471,42747,1891,168348,148598,1570,321,24,1,445,365,4109,293432,270515,2714,1303,21,40,0,31,216,Combined with 'all other',Combined with 'all other',12,411,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,84669765,2534479,27693487,65400,50124193,77883080,3,68,Not published for this unit,Not available,Not available,Not published for this unit,Not available,7797,13596,15770,2148,14358,7024,24559,300467,2805144,1082259,0,1069485,30608,765,2316,1505,94,2483,69544352,8338728,4252206,17985797,6787316,3641,819576,330886,138627,9905751
COLLINGSWORTH,48087,1,1038,45385,9915,129357,37,1596,489,10173,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,15494,44417,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,135,723,135,195,535,20954,20807,400060,61501,47919,33,155,1004,6108,108,2238,147,346,13582,41106,20,922,23,49553,25572,Not published for this unit,Not published for this unit,1139,1108,31,1134,5,0,0,9,12,51,147,451,149,190,71,59,574720,453080,146179,9722,297179,306901,561,239519,73486,466,95,0,14,84780,3764,564,128781,68929,450,83,1,30,0,0,0,Combined with 'all other',Combined with 'all other',Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not published for this unit,Not published for this unit,Not available,Not available,Not available,Not available,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not available,Not available,Not available,19130054,554820,8359037,1703100,5541070,15603207,8,1008,Not published for this unit,Not available,Not available,Not published for this unit,Not available,4480,3462,32402,2309,3715,1810,11787,71754,536007,181190,30,255968,1670,203,314,233,8,313,13943995,1659212,2972027,8265870,2187052,27906,853513,40095,20082,5137222
COLORADO,48089,0,43,1093,2,29,0,0,11,93,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,17176,17819,Not published for this unit,Not published for this unit,Not published for this unit,Not published for this unit,6269,34,82,87,410,32497,28052,557950,2936,10,13,61,120,759,213,4012,4445,926,2926,5457,884,63580,164,41288,6247,Not published for this unit,Not published for this unit,2469,2249,220,1339,418,712,1,31,97,699,600,485,216,179,108,53,622080,457296,169846,150468,136982,287450,1273,330034,107644,1030,243,186,8,8016,2060,1188,119246,60142,607,298,129,122,8,24,526,120,15321,126,19985,48250,12000,Not available,48250,Not published for this unit,Not available,Not available,Not available,Not available,25650,21380,475,475,22125,26395,12000,24020,4275,Not available,Not available,Not available,20031776,1039988,10511602,146500,5032637,15690739,59,2651,Not published for this unit,Not available,Not available,28,Not available,7750,5935,48611,4341,9543,1747,15416,150115,1096022,196359,1274,608875,5381,486,1274,631,8,1431,13098262,2592477,3301049,3690842,1699276,12723,348306,287480,53846,1289211
